Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere
0132259K;Ecole élémentaire Les Amandiers;ECOLE ELEMENTAIRE  PUBLIQUE;AMANDIERS (LES);Public;Quartier la Gavotte;;;13170;LES PENNES MIRABEAU;Les Pennes-Mirabeau;889327.6;6256923.9;EPSG:2154;43.38623906466821;5.335699700948583;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13071;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3862390647,5.33569970095;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132264R;Ecole élémentaire Georges Brassens;ECOLE ELEMENTAIRE  PUBLIQUE;GEORGES BRASSENS;Public;8 boulevard Victor Jauffret;;;13450;GRANS;Grans;866815.9;6280937.1;EPSG:2154;43.60784601888397;5.065860560688301;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13044;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6078460189,5.06586056069;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132265S;Ecole élémentaire l'ouviere;ECOLE ELEMENTAIRE PUBLIQUE;OUVIERE (L);Public;3 impasse Saint François;;;13710;FUVEAU;Fuveau;906753.0;6264863.0;EPSG:2154;43.45277605225582;5.553696713592681;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13040;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4527760523,5.55369671359;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132266T;Ecole élémentaire Simone Veil;ECOLE ELEMENTAIRE  PUBLIQUE;SIMONE VEIL;Public;Traverse Condorcet;;;13780;CUGES LES PINS;Cuges-les-Pins;919370.1;6245525.6;EPSG:2154;43.275134925238945;5.701250101789354;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13030;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2751349252,5.70125010179;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132283L;Collège privé Saint Charles;COLLEGE PRIVE;ST CHARLES;Privé;8 boulevard BOYER;;;13003;MARSEILLE;Marseille  3e  Arrondissement;893665.9;6248878.8;EPSG:2154;43.312730930804136;5.386189876296844;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13203;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3127309308,5.3861898763;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0132285N;Ecole élémentaire Jacques Prévert;ECOLE ELEMENTAIRE  PUBLIQUE;JACQUES PREVERT;Public;Avenue de Tubingen;;;13090;AIX EN PROVENCE;Aix-en-Provence;896726.6;6272679.2;EPSG:2154;43.52591075272491;5.432910111375749;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5259107527,5.43291011138;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132287R;Ecole maternelle Malpassé Les Oliviers;ECOLE MATERNELLE PUBLIQUE;MALPASSE LES OLIVIERS;Public;Avenue Saint Paul;;;13013;MARSEILLE;Marseille 13e  Arrondissement;895427.2;6250482.0;EPSG:2154;43.32666538405065;5.408480074127892;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3266653841,5.40848007413;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132290U;Ecole maternelle Canet Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;CANET JEAN JAURES;Public;Rue du Muret;;;13014;MARSEILLE;Marseille 14e  Arrondissement;893156.7;6250979.7;EPSG:2154;43.331759877921854;5.380699949822518;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3317598779,5.38069994982;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132294Y;Ecole maternelle Les Passons;ECOLE MATERNELLE PUBLIQUE;PASSONS (LES);Public;Chemin du Château les Passons;;;13400;AUBAGNE;Aubagne;909360.7;6247271.9;EPSG:2154;43.29384491436354;5.578789398492519;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2938449144,5.57878939849;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132303H;Ecole maternelle Danielle Casanova;ECOLE MATERNELLE PUBLIQUE;DANIELLE CASANOVA;Public;;LE GUEBY;;13250;ST CHAMAS;Saint-Chamas;864976.4;6273810.8;EPSG:2154;43.54417923383524;5.040809857832134;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13092;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5441792338,5.04080985783;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132310R;Collège Gyptis;COLLEGE;GYPTIS;Public;Traversée REGNY;PLACE DIDIER GARNIER;;13009;MARSEILLE;Marseille  9e  Arrondissement;896781.4;6243524.1;EPSG:2154;43.263731391555446;5.422529079769299;Moyenne;Rue;340;COLLEGE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2637313916,5.42252907977;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132320B;Section d'enseignement général et professionnel adapté du Collège Emilie de Mirabeau;SEGPA;CLG EMILIE DE MIRABEAU;Public;;LA BASTIDE DU TRON;;13721;MARIGNANE CEDEX;Marignane;880315.1;6258622.5;EPSG:2154;43.40385507521426;5.225164821806046;Correcte;Lieu-dit;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4038550752,5.22516482181;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132323E;Collège Maximilien Robespierre;COLLEGE;MAXIMILIEN ROBESPIERRE;Public;Avenue LOUIS ARAGON;;;13230;PORT ST LOUIS DU RHONE;Port-Saint-Louis-du-Rhône;846254.2;6256397.7;EPSG:2154;43.391664211472786;4.80437498911897;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13078;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3916642115,4.80437498912;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132334S;Ecole maternelle Jean-Jacques Rousseau;ECOLE MATERNELLE PUBLIQUE;JEAN-JACQUES ROUSSEAU;Public;;LA PETITE GARRIGUE;;13127;VITROLLES;Vitrolles;882257.9;6262880.3;EPSG:2154;43.44164969267619;5.250624093931903;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13117;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4416496927,5.25062409393;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132350J;Ecole maternelle La Fourragère;ECOLE MATERNELLE PUBLIQUE;FOURRAGERE (LA);Public;Traverse de la Fourragère;;;13012;MARSEILLE;Marseille 12e  Arrondissement;897121.0;6247615.0;EPSG:2154;43.300420056744244;5.4282554318368;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13212;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3004200567,5.42825543184;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132361W;Ecole maternelle Castel Hélène;ECOLE MATERNELLE PUBLIQUE;CASTEL HELENE;Public;Chemin de la Ferme;;;13170;LES PENNES MIRABEAU;Les Pennes-Mirabeau;887202.3;6259486.0;EPSG:2154;43.40984102001369;5.310419889812217;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13071;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.40984102,5.31041988981;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132377N;Ecole maternelle Croix Rouge;ECOLE MATERNELLE PUBLIQUE;CROIX ROUGE;Public;16 avenue Fournacle;;;13013;MARSEILLE;Marseille 13e  Arrondissement;899328.6;6251209.1;EPSG:2154;43.33212210753802;5.456809630574564;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3321221075,5.45680963057;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132381T;Ecole maternelle La Muscatelle;ECOLE MATERNELLE PUBLIQUE;MUSCATELLE (LA);Public;Chemin de Sainte-Catherine;;;13600;CEYRESTE;Ceyreste;914031.0;6238408.0;EPSG:2154;43.21276850291919;5.632634591312244;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13023;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2127685029,5.63263459131;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132398L;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;Boulevard Henri Barbusse;;;13110;PORT DE BOUC;Port-de-Bouc;861335.2;6258526.9;EPSG:2154;43.40755338382011;4.991020162967177;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13077;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4075533838,4.99102016297;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132402R;Collège Le Ruissatel;COLLEGE;RUISSATEL (LE);Public;73 rue DE L AUDIENCE;;;13011;MARSEILLE;Marseille 11e  Arrondissement;902013.0;6247294.0;EPSG:2154;43.296164030728136;5.488354061226278;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2961640307,5.48835406123;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132407W;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;26  RUE FORTUNE CHAILLAN;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891207.8;6254558.4;EPSG:2154;43.36446534977177;5.358010448741444;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3644653498,5.35801044874;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132409Y;Collège Alphonse Daudet;COLLEGE;ALPHONSE DAUDET;Public;1  AVENUE DE RADOLFZELL;LE PREPAOU;;13800;ISTRES;Istres;860534.5;6268419.2;EPSG:2154;43.496704481468136;4.984210014527683;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13047;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4967044815,4.98421001453;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132410Z;Lycée général et technologique Maurice Genevoix;LYCEE GENERAL ET TECHNOLOGIQUE;MAURICE GENEVOIX;Public;AVENUE GENERAL DE GAULLE;;;13700;MARIGNANE;Marignane;878729.2;6259597.5;EPSG:2154;43.41302338253847;5.2059404106776315;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4130233825,5.20594041068;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132432Y;Ecole maternelle Vallon-des-Tuves;ECOLE MATERNELLE PUBLIQUE;VALLON DES TUVES;Public;Traverse Courtes;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892052.1;6255379.0;EPSG:2154;43.37161696939591;5.3687197668782805;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3716169694,5.36871976688;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132437D;Ecole élémentaire René Calamand;ECOLE ELEMENTAIRE  PUBLIQUE;RENE CALAMAND;Public;Rue DE LA COMETE QUA BAUMES;;;13800;ISTRES;Istres;860418.2;6269860.0;EPSG:2154;43.50968959034402;4.983220327972327;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13047;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5096895903,4.98322032797;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132453W;Ecole maternelle Marie Mauron;ECOLE MATERNELLE PUBLIQUE;MARIE MAURON;Public;Avenue Saint Médard;LA MEDE;;13220;CHATEAUNEUF LES MARTIGUES;Châteauneuf-les-Martigues;871307.5;6257889.2;EPSG:2154;43.39948670572915;5.113819526772627;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13026;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3994867057,5.11381952677;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132460D;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;PLAN D'ORGON;Public;Route des Ecoles;;;13750;PLAN D ORGON;Plan-d'Orgon;861193.0;6303612.1;EPSG:2154;43.81311838422157;5.003379398480158;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13076;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8131183842,5.00337939848;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132462F;Ecole maternelle Jacques Duclos;ECOLE MATERNELLE PUBLIQUE;JACQUES DUCLOS;Public;34 rue Jacques Duclos;;;13740;LE ROVE;Le Rove;882803.0;6254987.2;EPSG:2154;43.370529323238266;5.254569437753578;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13088;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3705293232,5.25456943775;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132465J;Ecole maternelle Francois Blanc;ECOLE MATERNELLE PUBLIQUE;DOCTEUR FRANCOIS BLANC;Public;153 ancienne route de Cornillon;;;13300;SALON DE PROVENCE;Salon-de-Provence;869420.2;6283162.0;EPSG:2154;43.627240261469474;5.098829537293017;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13103;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6272402615,5.09882953729;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132479Z;Ecole maternelle Jean Giono;ECOLE MATERNELLE PUBLIQUE;JEAN GIONO;Public;1  PLACE DES BALADINS LA ROUSSE;;;13140;MIRAMAS;Miramas;862212.0;6279253.4;EPSG:2154;43.59377028544315;5.008340245860452;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13063;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5937702854,5.00834024586;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132483D;Ecole élémentaire Savine;ECOLE ELEMENTAIRE PUBLIQUE;SAVINE;Public;99 boulevard de la Savine;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892291.5;6254944.4;EPSG:2154;43.367644372834775;5.371509751090482;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3676443728,5.37150975109;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132484E;Ecole maternelle Roy d'Espagne 2;ECOLE MATERNELLE PUBLIQUE;ROY D'ESPAGNE 2;Public;Allée Granados;;;13009;MARSEILLE;Marseille  9e  Arrondissement;894649.0;6240471.0;EPSG:2154;43.23686564702546;5.395154065806613;Parfaite;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.236865647,5.39515406581;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132487H;Ecole maternelle La Renardière;ECOLE MATERNELLE PUBLIQUE;RENARDIERE (LA);Public;;RENARDIERE LES PENNES MI;;13170;LES PENNES MIRABEAU;Les Pennes-Mirabeau;886283.6;6260322.1;EPSG:2154;43.41760095908362;5.299388274478692;Correcte;Rue;101;ECOLE MATERNELLE;2;A FERMER;13;93;2;13071;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4176009591,5.29938827448;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132490L;Section d'enseignement général et professionnel adapté du Collège Château Forbin;SEGPA;CLG CHATEAU FORBIN;Public;286 boulevard DE ST MARCEL;;;13396;MARSEILLE CEDEX 11;Marseille 11e  Arrondissement;900374.3;6246067.6;EPSG:2154;43.28559979534164;5.467710141232415;Moyenne;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2855997953,5.46771014123;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132493P;Ecole maternelle Louis Pergaud;ECOLE MATERNELLE PUBLIQUE;LOUIS PERGAUD;Public;7 allée des Glycines;;;13127;VITROLLES;Vitrolles;882646.2;6262832.0;EPSG:2154;43.44111567041683;5.255399406842456;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13117;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4411156704,5.25539940684;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132496T;Collège Honoré Daumier;COLLEGE;HONORE DAUMIER;Public;ALLÉE ROMAIN ROLLAND;CROIX SAINTE;;13500;MARTIGUES;Martigues;863127.0;6259113.0;EPSG:2154;43.4124157996639;5.013307423064944;Parfaite;Rue;340;COLLEGE;1;OUVERT;13;93;2;13056;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4124157997,5.01330742306;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132498V;Ecole maternelle Solidarité 2;ECOLE MATERNELLE PUBLIQUE;SOLIDARITE 2;Public;54 route Vallon Dol;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892310.0;6257229.0;EPSG:2154;43.38818281499693;5.372584113047815;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.388182815,5.37258411305;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132510H;Ecole maternelle  Petit Lac;ECOLE MATERNELLE PUBLIQUE;PETIT LAC;Public;3 place des écoles;;;13480;CABRIES;Cabriès;890377.0;6265814.0;EPSG:2154;43.465903611391994;5.351904062108126;Correcte;Ville;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13019;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4659036114,5.35190406211;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132571Z;Section d'enseignement général et professionnel adapté du Collège Joseph d'Arbaud;SEGPA;CLG JOSEPH D ARBAUD;Public;QUARTIER DE LURIAN;;;13300;SALON DE PROVENCE;Salon-de-Provence;869835.7;6282814.2;EPSG:2154;43.62401245678736;5.10385967451372;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;13;93;2;13103;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6240124568,5.10385967451;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132578G;Ecole maternelle Rocher du Dragon;ECOLE MATERNELLE PUBLIQUE;ROCHER DU DRAGON;Public;Avenue des Musiciens;;;13100;AIX EN PROVENCE;Aix-en-Provence;897063.2;6273647.6;EPSG:2154;43.53452611589492;5.437439756020291;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5345261159,5.43743975602;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132582L;Ecole maternelle Logis Neuf;ECOLE MATERNELLE PUBLIQUE;LOGIS NEUF;Public;Avenue Lei Rima;;;13190;ALLAUCH;Allauch;901696.8;6254097.6;EPSG:2154;43.35742741089985;5.48710051569999;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13002;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3574274109,5.4871005157;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132604K;Ecole maternelle Eydoux;ECOLE MATERNELLE PUBLIQUE;EYDOUX;Public;18 rue Eydoux;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893800.2;6246452.6;EPSG:2154;43.290879083408626;5.386940228478826;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2908790834,5.38694022848;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132605L;Ecole élémentaire Les Néréides;ECOLE ELEMENTAIRE  PUBLIQUE;NEREIDES (LES);Public;113 rue Granière;SAINT MARCEL;;13011;MARSEILLE;Marseille 11e  Arrondissement;899777.9;6245988.7;EPSG:2154;43.28505777743372;5.460339669234752;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2850577774,5.46033966923;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132606M;Ecole maternelle Les Néréides;ECOLE MATERNELLE PUBLIQUE;NEREIDES (LES);Public;113 rue des Raymonds;;;13011;MARSEILLE;Marseille 11e  Arrondissement;899841.7;6246054.7;EPSG:2154;43.285633313774916;5.461150207542423;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2856333138,5.46115020754;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132610S;Ecole élémentaire Solidarité;ECOLE ELEMENTAIRE  PUBLIQUE;SOLIDARITE;Public;54 route du Vallon Dol;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892252.0;6257256.0;EPSG:2154;43.38844127796908;5.371878983550972;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.388441278,5.37187898355;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132625H;Ecole maternelle Parade;ECOLE MATERNELLE PUBLIQUE;PARADE;Public;Chemin de Palama;;;13013;MARSEILLE;Marseille 13e  Arrondissement;897870.0;6253978.0;EPSG:2154;43.35742586981662;5.439897441658735;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3574258698,5.43989744166;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132626J;Ecole maternelle Le Carestier;ECOLE MATERNELLE PUBLIQUE;CARESTIER (LE);Public;Rue Georges Bidault;;;13700;MARIGNANE;Marignane;879970.4;6258668.9;EPSG:2154;43.4043596345684;5.220929423575669;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4043596346,5.22092942358;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132627K;Ecole maternelle Emile Vayssière 3;ECOLE MATERNELLE PUBLIQUE;EMILE VAYSSIERE 3;Public;Rue de la Crau;;;13014;MARSEILLE;Marseille 14e  Arrondissement;894471.8;6251411.9;EPSG:2154;43.33528826664781;5.397060593035683;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3352882666,5.39706059304;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132629M;Ecole maternelle Millière;ECOLE MATERNELLE PUBLIQUE;MILLIERE;Public;Allée des Genévriers;;;13011;MARSEILLE;Marseille 11e  Arrondissement;903321.0;6245616.0;EPSG:2154;43.28070510658352;5.503799791086985;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2807051066,5.50379979109;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132691E;Ecole maternelle Lucia Tichadou;ECOLE MATERNELLE PUBLIQUE;LUCIA TICHADOU;Public;Avenue Joseph Millat la Tranchée;;;13110;PORT DE BOUC;Port-de-Bouc;861009.5;6259065.2;EPSG:2154;43.41246842042041;4.987169578133295;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13077;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4124684204,4.98716957813;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132699N;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;PIERRE CORNILLE;Public;Quartier de la Feutrière;;;13780;CUGES LES PINS;Cuges-les-Pins;919623.6;6245408.6;EPSG:2154;43.274005031641636;5.704319855106387;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13030;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2740050316,5.70431985511;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132713D;Ecole primaire Paul Cézanne;ECOLE PRIMAIRE PUBLIQUE;PAUL CEZANNE;Public;Place des Jonquilles;;;13140;MIRAMAS;Miramas;862310.2;6279678.9;EPSG:2154;43.59757505216953;5.0096895818143645;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13063;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5975750522,5.00968958181;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
